asset_id,qr_code,rfid_tag,asset_name,equipment_type,manufacturer,model,serial_number,purchase_year,engine_type,fuel_type,fuel_capacity_l,horsepower,operating_weight_kg,country,current_site_id,current_status,total_engine_hours,expected_life_hours,last_service_date,next_service_due,daily_rental_rate,purchase_cost,condition,ownership,iot_enabled,image_url
MAC00267,QR-00267-LY0OCR,RFID89910383,Caterpillar DE110E0 #0267,Generator,Caterpillar,DE110E0,CAT1148219,2025,Electric-Hybrid,Diesel,220,85,5021,India,SITE0004,rented,100,15000,2022-05-26,2022-09-28,158,29673,Good,Owned,True,https://images.catrental.com/assets/generator.jpg
MAC00268,QR-00268-0GZGXR,RFID24283027,Komatsu D65PX-18 #0268,Bulldozer,Komatsu,D65PX-18,KOM8641043,2020,Diesel,Diesel,620,443,32942,India,SITE0053,available,6156,15000,2022-06-08,2022-09-09,688,172502,Good,Owned,False,https://images.catrental.com/assets/bulldozer.jpg
MAC00269,QR-00269-4OTBGD,RFID67019882,JCB JS205 #0269,Excavator,JCB,JS205,JCB5499730,2020,Diesel,Diesel,400,269,23670,India,SITE0020,rented,11204,12000,2022-11-03,2023-03-16,496,112797,Excellent,Owned,True,https://images.catrental.com/assets/excavator.jpg
MAC00270,QR-00270-RCPACQ,RFID12593999,XCMG QY50KA #0270,Mobile Crane,XCMG,QY50KA,XCM5506991,2018,Diesel,Diesel,500,550,24308,Australia,SITE0105,maintenance,12759,20000,2022-09-28,2023-03-08,1838,432693,Good,Leased,True,https://images.catrental.com/assets/mobile-crane.jpg
MAC00271,QR-00271-7NIE3F,RFID47398032,Sullair 185 #0271,Air Compressor,Sullair,185,SUL5258144,2022,Electric-Hybrid,Diesel,120,60,3352,Germany,SITE0111,available,3287,10000,2022-05-11,2022-08-25,202,40662,Good,Leased,True,https://images.catrental.com/assets/air-compressor.jpg
MAC00272,QR-00272-DV0IQF,RFID76203738,Godwin CD150M #0272,Water Pump,Godwin,CD150M,GOD6453433,2019,Diesel,Diesel,60,51,2445,USA,SITE0061,maintenance,1238,8000,2022-02-21,2022-09-09,162,39678,Excellent,Owned,True,https://images.catrental.com/assets/water-pump.jpg
MAC00273,QR-00273-OLG5TK,RFID37569527,Doosan P185WDO #0273,Air Compressor,Doosan,P185WDO,DOO8592738,2024,Electric-Hybrid,Diesel,120,57,4722,India,SITE0072,available,672,10000,2021-12-29,2022-06-14,113,19031,Excellent,Leased,True,https://images.catrental.com/assets/air-compressor.jpg
MAC00274,QR-00274-BAZD84,RFID89862482,Caterpillar 966M #0274,Wheel Loader,Caterpillar,966M,CAT3846190,2021,Diesel,Diesel,380,219,18602,USA,SITE0034,maintenance,5128,13000,2022-06-03,2022-08-07,706,161401,Fair,Leased,True,https://images.catrental.com/assets/wheel-loader.jpg
MAC00275,QR-00275-8IG8IC,RFID30664729,JCB 3DX Xtra #0275,Backhoe Loader,JCB,3DX Xtra,JCB6846791,2022,Diesel,Diesel,130,168,12186,India,SITE0167,rented,4370,10000,2022-10-04,2023-01-12,266,66186,Poor,Owned,True,https://images.catrental.com/assets/backhoe-loader.jpg
MAC00276,QR-00276-ZHG1GF,RFID43056454,Bomag BW 213 #0276,Road Roller,Bomag,BW 213,BOM5778772,2024,Electric-Hybrid,Diesel,200,188,11940,India,SITE0167,rented,1865,9000,2022-06-07,2022-12-13,250,67952,Fair,Owned,True,https://images.catrental.com/assets/road-roller.jpg
MAC00277,QR-00277-FUPMVL,RFID92104813,Atlas Copco XAS 185 #0277,Air Compressor,Atlas Copco,XAS 185,ATL2517765,2019,Diesel,Diesel,120,68,3018,Germany,SITE0180,rented,7454,10000,2021-12-11,2022-04-19,225,51516,Good,Owned,True,https://images.catrental.com/assets/air-compressor.jpg
MAC00278,QR-00278-U6M9DE,RFID63086227,Caterpillar CS78B #0278,Road Roller,Caterpillar,CS78B,CAT2558716,2019,Electric-Hybrid,Diesel,200,153,9218,India,SITE0072,rented,5578,9000,2021-11-30,2022-04-07,262,51785,Excellent,Owned,False,https://images.catrental.com/assets/road-roller.jpg
MAC00279,QR-00279-D6Z6PQ,RFID40677962,Caterpillar D9T #0279,Bulldozer,Caterpillar,D9T,CAT7427269,2020,Diesel,Diesel,620,360,28675,Australia,SITE0091,available,9262,15000,2022-06-10,2022-10-12,1371,330205,Fair,Leased,True,https://images.catrental.com/assets/bulldozer.jpg
MAC00280,QR-00280-LJZFUD,RFID41911980,Caterpillar 428F #0280,Backhoe Loader,Caterpillar,428F,CAT1166649,2023,Diesel,Diesel,130,154,9730,India,SITE0020,maintenance,3010,10000,2022-07-15,2022-12-12,274,47650,Good,Owned,True,https://images.catrental.com/assets/backhoe-loader.jpg
MAC00281,QR-00281-WYZTDG,RFID10996386,Caterpillar 950GC #0281,Wheel Loader,Caterpillar,950GC,CAT5267659,2024,Diesel,Diesel,380,255,15572,Australia,SITE0130,rented,1382,13000,2022-03-27,2022-07-25,682,147362,Good,Owned,True,https://images.catrental.com/assets/wheel-loader.jpg
MAC00282,QR-00282-FQTKPC,RFID79761721,Caterpillar CS78B #0282,Road Roller,Caterpillar,CS78B,CAT1958982,2022,Diesel,Diesel,200,176,13392,Australia,SITE0096,rented,3647,9000,2022-11-13,2023-04-13,540,143736,Good,Owned,True,https://images.catrental.com/assets/road-roller.jpg
MAC00283,QR-00283-JRX2N7,RFID95583659,Komatsu WA470-8 #0283,Wheel Loader,Komatsu,WA470-8,KOM9521406,2023,Diesel,Diesel,380,252,11341,India,SITE0089,available,3387,13000,2022-10-04,2022-12-07,393,88183,Excellent,Owned,True,https://images.catrental.com/assets/wheel-loader.jpg
MAC00284,QR-00284-19QTG1,RFID34196785,Linde H30D #0284,Forklift,Linde,H30D,LIN3818616,2020,Diesel,Diesel,55,74,3508,USA,SITE0046,rented,5416,12000,2022-02-09,2022-07-22,219,50236,Fair,Owned,True,https://images.catrental.com/assets/forklift.jpg
MAC00285,QR-00285-EOJ3M4,RFID87941905,Caterpillar 420F #0285,Backhoe Loader,Caterpillar,420F,CAT1667019,2023,Diesel,Diesel,130,151,7999,India,SITE0095,rented,3071,10000,2022-01-10,2022-07-02,252,60551,Excellent,Owned,True,https://images.catrental.com/assets/backhoe-loader.jpg
MAC00286,QR-00286-EKQDVN,RFID10776989,JCB JS205 #0286,Excavator,JCB,JS205,JCB3980247,2019,Diesel,Diesel,400,284,13021,USA,SITE0046,rented,10967,12000,2022-09-20,2023-04-05,859,175376,Good,Owned,True,https://images.catrental.com/assets/excavator.jpg
MAC00287,QR-00287-HS7AUI,RFID33281964,JCB 3CX Compact #0287,Backhoe Loader,JCB,3CX Compact,JCB5720776,2024,Diesel,Diesel,130,145,7358,India,SITE0015,available,759,10000,2022-10-26,2023-04-04,295,47478,Good,Leased,True,https://images.catrental.com/assets/backhoe-loader.jpg
MAC00288,QR-00288-Z8K7ZO,RFID47047016,Caterpillar 14M3 #0288,Motor Grader,Caterpillar,14M3,CAT5749869,2024,Diesel,Diesel,415,278,23609,India,SITE0162,rented,1154,14000,2022-02-18,2022-06-24,540,97559,Good,Owned,True,https://images.catrental.com/assets/motor-grader.jpg
MAC00289,QR-00289-WBJPCL,RFID55658304,Caterpillar XAS 400 #0289,Air Compressor,Caterpillar,XAS 400,CAT4020918,2021,Diesel,Diesel,120,61,3891,USA,SITE0122,transit,8114,10000,2022-02-25,2022-07-09,204,44629,Fair,Owned,True,https://images.catrental.com/assets/air-compressor.jpg
MAC00290,QR-00290-1CRHM2,RFID36356418,SANY SY308C-8 #0290,Concrete Mixer,SANY,SY308C-8,SAN5472951,2018,Electric-Hybrid,Diesel,300,139,8691,India,SITE0173,available,8326,8000,2022-05-18,2022-10-03,234,44406,Excellent,Owned,True,https://images.catrental.com/assets/concrete-mixer.jpg
MAC00291,QR-00291-GS0JX9,RFID10431228,Crown SC 6000 #0291,Forklift,Crown,SC 6000,CRO8845202,2024,Diesel,Diesel,55,68,4011,USA,SITE0042,maintenance,658,12000,2022-12-10,2023-04-20,213,39807,Good,Leased,True,https://images.catrental.com/assets/forklift.jpg
MAC00292,QR-00292-TJPK4W,RFID22598111,Caterpillar 950GC #0292,Wheel Loader,Caterpillar,950GC,CAT9001986,2024,Diesel,Diesel,380,222,15804,USA,SITE0116,maintenance,1082,13000,2022-12-15,2023-04-10,805,168069,Excellent,Owned,True,https://images.catrental.com/assets/wheel-loader.jpg
MAC00293,QR-00293-4E51O7,RFID19011856,JCB JS205 #0293,Excavator,JCB,JS205,JCB7947341,2022,Diesel,Diesel,400,301,23998,Germany,SITE0124,rented,3919,12000,2022-06-02,2022-10-05,1081,228477,Good,Owned,True,https://images.catrental.com/assets/excavator.jpg
MAC00294,QR-00294-LBQ4UA,RFID41700602,JCB 3CX Compact #0294,Backhoe Loader,JCB,3CX Compact,JCB9674209,2022,Diesel,Diesel,130,150,12705,India,SITE0077,rented,4642,10000,2022-11-05,2023-01-06,265,61436,Fair,Owned,True,https://images.catrental.com/assets/backhoe-loader.jpg
MAC00295,QR-00295-3Q26TE,RFID34616876,Atlas Copco QAS 60 #0295,Generator,Atlas Copco,QAS 60,ATL1373346,2020,Electric-Hybrid,Diesel,220,83,6966,India,SITE0036,maintenance,5807,15000,2022-05-20,2022-09-11,143,26039,Good,Leased,True,https://images.catrental.com/assets/generator.jpg
MAC00296,QR-00296-QHOK3Z,RFID92935461,John Deere 672G #0296,Motor Grader,John Deere,672G,JOH7496319,2021,Electric-Hybrid,Diesel,415,344,13824,Germany,SITE0038,available,8052,14000,2022-01-19,2022-03-31,1116,204124,Fair,Owned,True,https://images.catrental.com/assets/motor-grader.jpg
MAC00297,QR-00297-11TO0B,RFID62446135,Hamm 3520 #0297,Road Roller,Hamm,3520,HAM8089840,2019,Diesel,Diesel,200,157,7958,Germany,SITE0008,rented,5138,9000,2022-12-01,2023-04-07,609,142946,Fair,Owned,False,https://images.catrental.com/assets/road-roller.jpg
MAC00298,QR-00298-RUPL5H,RFID41323789,Caterpillar 770G #0298,Dump Truck,Caterpillar,770G,CAT3679963,2025,Electric-Hybrid,Diesel,750,169,14334,Australia,SITE0159,maintenance,654,18000,2022-04-15,2022-07-04,550,137479,Good,Leased,True,https://images.catrental.com/assets/dump-truck.jpg
MAC00299,QR-00299-YILYXY,RFID25160526,Cummins C220D5 #0299,Generator,Cummins,C220D5,CUM2461262,2020,Diesel,Diesel,220,82,5870,India,SITE0051,transit,8702,15000,2022-04-01,2022-07-30,152,28208,Good,Leased,True,https://images.catrental.com/assets/generator.jpg
MAC00300,QR-00300-8JUS1X,RFID42931346,Hamm 3520 #0300,Road Roller,Hamm,3520,HAM3724721,2021,Diesel,Diesel,200,179,13371,India,SITE0086,available,8626,9000,2022-02-24,2022-09-07,268,51473,Fair,Owned,True,https://images.catrental.com/assets/road-roller.jpg
MAC00301,QR-00301-MXU16B,RFID60950884,Caterpillar DE110E0 #0301,Generator,Caterpillar,DE110E0,CAT2910887,2021,Diesel,Diesel,220,93,5928,India,SITE0030,available,4729,15000,2022-01-26,2022-05-22,150,30273,Excellent,Leased,True,https://images.catrental.com/assets/generator.jpg
MAC00302,QR-00302-WB5HST,RFID79468597,Caterpillar 390F #0302,Excavator,Caterpillar,390F,CAT7916680,2024,Diesel,Diesel,400,287,17876,India,SITE0167,rented,1943,12000,2022-02-28,2022-06-07,428,92130,Good,Owned,True,https://images.catrental.com/assets/excavator.jpg
MAC00303,QR-00303-FSUMUX,RFID72669837,Caterpillar D9T #0303,Bulldozer,Caterpillar,D9T,CAT8677980,2024,Diesel,Diesel,620,368,25541,Australia,SITE0105,rented,1189,15000,2022-01-27,2022-04-01,1491,271794,Fair,Owned,True,https://images.catrental.com/assets/bulldozer.jpg
MAC00304,QR-00304-EAWQW2,RFID66543141,Caterpillar 966M #0304,Wheel Loader,Caterpillar,966M,CAT9898363,2020,Diesel,Diesel,380,249,19764,Australia,SITE0160,rented,8841,13000,2022-12-24,2023-03-02,747,167989,Excellent,Leased,True,https://images.catrental.com/assets/wheel-loader.jpg
MAC00305,QR-00305-A037FF,RFID60188705,Bomag BW 213 #0305,Road Roller,Bomag,BW 213,BOM3997127,2025,Diesel,Diesel,200,166,7639,Germany,SITE0111,rented,321,9000,2022-12-28,2023-03-18,639,135784,Fair,Leased,True,https://images.catrental.com/assets/road-roller.jpg
MAC00306,QR-00306-VXQE1I,RFID52714131,Caterpillar 349F #0306,Excavator,Caterpillar,349F,CAT5193055,2022,Diesel,Diesel,400,314,24115,India,SITE0086,rented,1994,12000,2022-01-05,2022-03-21,535,104087,Good,Owned,True,https://images.catrental.com/assets/excavator.jpg
MAC00307,QR-00307-53J5SF,RFID57281975,Volvo L120H #0307,Wheel Loader,Volvo,L120H,VOL5078064,2024,Electric-Hybrid,Diesel,380,268,13112,India,SITE0123,rented,1961,13000,2022-08-11,2022-10-14,436,98752,Fair,Owned,True,https://images.catrental.com/assets/wheel-loader.jpg
MAC00308,QR-00308-KCNL38,RFID99466466,Caterpillar 390F #0308,Excavator,Caterpillar,390F,CAT7840953,2018,Diesel,Diesel,400,264,13393,India,SITE0103,rented,7504,12000,2021-11-29,2022-06-12,485,104011,Good,Owned,True,https://images.catrental.com/assets/excavator.jpg
MAC00309,QR-00309-GMVV6V,RFID30712470,Caterpillar CS56B #0309,Road Roller,Caterpillar,CS56B,CAT3968237,2021,Diesel,Diesel,200,158,13136,USA,SITE0073,available,4747,9000,2022-03-15,2022-08-26,594,111018,Fair,Owned,True,https://images.catrental.com/assets/road-roller.jpg
MAC00310,QR-00310-SB8363,RFID22837341,Caterpillar 14M3 #0310,Motor Grader,Caterpillar,14M3,CAT5274951,2021,Diesel,Diesel,415,285,20626,Germany,SITE0141,rented,3921,14000,2022-10-30,2023-03-02,894,253169,Fair,Owned,False,https://images.catrental.com/assets/motor-grader.jpg
MAC00311,QR-00311-FW0C20,RFID98762878,Caterpillar 320D #0311,Excavator,Caterpillar,320D,CAT7692367,2020,Diesel,Diesel,400,315,23851,USA,SITE0046,available,5897,12000,2022-01-08,2022-07-06,1014,162665,Good,Owned,True,https://images.catrental.com/assets/excavator.jpg
MAC00312,QR-00312-VTX3NF,RFID99540581,Caterpillar D11T #0312,Bulldozer,Caterpillar,D11T,CAT1556534,2021,Diesel,Diesel,620,389,18204,India,SITE0069,available,3582,15000,2022-05-05,2022-08-06,761,175757,Fair,Owned,True,https://images.catrental.com/assets/bulldozer.jpg
MAC00313,QR-00313-UWE773,RFID83175374,Caterpillar D6T #0313,Bulldozer,Caterpillar,D6T,CAT5379168,2022,Diesel,Diesel,620,424,33431,India,SITE0173,rented,4509,15000,2022-02-23,2022-05-20,678,151558,Excellent,Owned,True,https://images.catrental.com/assets/bulldozer.jpg
MAC00314,QR-00314-9F16X1,RFID10902958,Grove GMK4100L-1 #0314,Mobile Crane,Grove,GMK4100L-1,GRO6590261,2021,Diesel,Diesel,500,480,43635,USA,SITE0073,rented,5090,20000,2022-04-06,2022-09-23,1395,334420,Excellent,Owned,True,https://images.catrental.com/assets/mobile-crane.jpg
MAC00315,QR-00315-RXC9MI,RFID21564332,Hitachi ZX350 #0315,Excavator,Hitachi,ZX350,HIT9224056,2023,Diesel,Diesel,400,323,14619,India,SITE0011,rented,3381,12000,2022-12-05,2023-06-10,434,122408,Good,Leased,True,https://images.catrental.com/assets/excavator.jpg
MAC00316,QR-00316-4L4KV2,RFID76220651,Caterpillar 390F #0316,Excavator,Caterpillar,390F,CAT5931213,2020,Electric-Hybrid,Diesel,400,256,22309,India,SITE0023,rented,6864,12000,2021-12-22,2022-04-08,447,106331,Fair,Leased,True,https://images.catrental.com/assets/excavator.jpg
MAC00317,QR-00317-W9Y49D,RFID42063578,Caterpillar XAS 400 #0317,Air Compressor,Caterpillar,XAS 400,CAT8905709,2023,Diesel,Diesel,120,66,4301,India,SITE0063,rented,3246,10000,2021-11-28,2022-02-14,98,22611,Good,Owned,True,https://images.catrental.com/assets/air-compressor.jpg
MAC00318,QR-00318-L4JZWY,RFID43403619,JCB JS205 #0318,Excavator,JCB,JS205,JCB2601153,2021,Diesel,Diesel,400,320,13347,USA,SITE0048,rented,3995,12000,2021-12-17,2022-03-07,853,159058,Good,Owned,True,https://images.catrental.com/assets/excavator.jpg
MAC00319,QR-00319-9I7ZFC,RFID82427597,Caterpillar D6T #0319,Bulldozer,Caterpillar,D6T,CAT1308281,2023,Diesel,Diesel,620,428,28594,India,SITE0132,rented,2183,15000,2022-03-30,2022-08-07,655,141943,Excellent,Leased,True,https://images.catrental.com/assets/bulldozer.jpg
MAC00320,QR-00320-TAOFZD,RFID61289497,Hamm 3520 #0320,Road Roller,Hamm,3520,HAM8462774,2022,Diesel,Diesel,200,178,12819,India,SITE0118,rented,4383,9000,2022-01-10,2022-03-16,270,67989,Excellent,Owned,True,https://images.catrental.com/assets/road-roller.jpg
MAC00321,QR-00321-614RS8,RFID84945723,Caterpillar 428F #0321,Backhoe Loader,Caterpillar,428F,CAT9509886,2023,Electric-Hybrid,Diesel,130,172,7037,India,SITE0020,rented,3376,10000,2022-12-21,2023-06-27,242,56484,Poor,Leased,True,https://images.catrental.com/assets/backhoe-loader.jpg
MAC00322,QR-00322-DMJMBF,RFID63598601,Putzmeister TMM 24-4 #0322,Concrete Mixer,Putzmeister,TMM 24-4,PUT7351389,2024,Diesel,Diesel,300,126,6715,USA,SITE0145,available,1335,8000,2022-10-18,2023-03-26,383,77575,Good,Owned,True,https://images.catrental.com/assets/concrete-mixer.jpg
MAC00323,QR-00323-RJZK08,RFID17610836,Atlas Copco XAS 185 #0323,Air Compressor,Atlas Copco,XAS 185,ATL8986773,2018,Diesel,Diesel,120,67,5117,Germany,SITE0008,rented,7119,10000,2022-01-18,2022-03-20,231,40961,Fair,Owned,True,https://images.catrental.com/assets/air-compressor.jpg
MAC00324,QR-00324-5GL1NA,RFID41150478,SANY SY308C-8 #0324,Concrete Mixer,SANY,SY308C-8,SAN3219131,2022,Diesel,Diesel,300,124,8306,Germany,SITE0141,available,2427,8000,2022-06-16,2022-11-27,500,98589,Good,Owned,True,https://images.catrental.com/assets/concrete-mixer.jpg
MAC00325,QR-00325-BOPAB0,RFID96043099,Caterpillar 14M3 #0325,Motor Grader,Caterpillar,14M3,CAT4967879,2025,Diesel,Diesel,415,318,19290,USA,SITE0145,available,123,14000,2022-12-05,2023-05-14,823,209241,Good,Owned,True,https://images.catrental.com/assets/motor-grader.jpg
MAC00326,QR-00326-NAJFH7,RFID59798459,Caterpillar 420F #0326,Backhoe Loader,Caterpillar,420F,CAT3401866,2025,Electric-Hybrid,Diesel,130,161,9225,India,SITE0082,maintenance,306,10000,2022-02-07,2022-04-15,277,47561,Good,Leased,False,https://images.catrental.com/assets/backhoe-loader.jpg
MAC00327,QR-00327-XJJW8B,RFID48363450,Komatsu HD465-7 #0327,Dump Truck,Komatsu,HD465-7,KOM5953905,2021,Diesel,Diesel,750,196,15887,India,SITE0153,rented,4316,18000,2022-07-06,2023-01-08,360,60109,Excellent,Owned,True,https://images.catrental.com/assets/dump-truck.jpg
MAC00328,QR-00328-9FG2NE,RFID92749391,Grindex Major H #0328,Water Pump,Grindex,Major H,GRI7679628,2021,Electric-Hybrid,Diesel,60,45,3823,India,SITE0153,rented,5409,8000,2022-08-09,2022-12-31,79,17971,Excellent,Leased,True,https://images.catrental.com/assets/water-pump.jpg
MAC00329,QR-00329-6OEM9N,RFID59011741,Komatsu D65PX-18 #0329,Bulldozer,Komatsu,D65PX-18,KOM8073263,2021,Diesel,Diesel,620,367,35188,USA,SITE0025,available,7033,15000,2022-02-07,2022-05-17,1186,271671,Excellent,Owned,True,https://images.catrental.com/assets/bulldozer.jpg
MAC00330,QR-00330-EJCILP,RFID45614444,Caterpillar 12M3 #0330,Motor Grader,Caterpillar,12M3,CAT7264942,2021,Diesel,Diesel,415,323,26576,Australia,SITE0108,available,4942,14000,2022-03-14,2022-05-28,999,181203,Good,Owned,True,https://images.catrental.com/assets/motor-grader.jpg
MAC00331,QR-00331-WTP0KZ,RFID87945127,Ingersoll Rand P185WJD #0331,Air Compressor,Ingersoll Rand,P185WJD,ING9803220,2022,Diesel,Diesel,120,60,3748,Germany,SITE0070,rented,2613,10000,2022-03-13,2022-06-01,205,42589,Excellent,Leased,True,https://images.catrental.com/assets/air-compressor.jpg
MAC00332,QR-00332-189Y42,RFID21905405,XCMG QY50KA #0332,Mobile Crane,XCMG,QY50KA,XCM1825036,2022,Diesel,Diesel,500,480,22634,USA,SITE0061,available,4023,20000,2022-01-14,2022-07-12,1353,352695,Good,Owned,True,https://images.catrental.com/assets/mobile-crane.jpg
MAC00333,QR-00333-2EU4KB,RFID85251989,Caterpillar 770G #0333,Dump Truck,Caterpillar,770G,CAT4568537,2024,Diesel,Diesel,750,179,14545,USA,SITE0057,available,1145,18000,2022-01-08,2022-07-09,611,109802,Fair,Leased,True,https://images.catrental.com/assets/dump-truck.jpg
MAC00334,QR-00334-Z5XBIG,RFID87206285,Caterpillar CS78B #0334,Road Roller,Caterpillar,CS78B,CAT4755317,2020,Diesel,Diesel,200,160,14936,USA,SITE0136,rented,6578,9000,2022-02-16,2022-05-27,587,112829,Good,Owned,True,https://images.catrental.com/assets/road-roller.jpg
MAC00335,QR-00335-6AYLLD,RFID46068196,Caterpillar 980M #0335,Wheel Loader,Caterpillar,980M,CAT3505690,2025,Diesel,Diesel,380,217,14584,USA,SITE0154,maintenance,366,13000,2022-03-04,2022-09-14,644,161370,Good,Owned,True,https://images.catrental.com/assets/wheel-loader.jpg
MAC00336,QR-00336-YG190F,RFID27217582,Caterpillar 770G #0336,Dump Truck,Caterpillar,770G,CAT4580997,2019,Electric-Hybrid,Diesel,750,185,12101,USA,SITE0025,rented,8886,18000,2022-08-08,2022-12-08,632,103032,Excellent,Leased,True,https://images.catrental.com/assets/dump-truck.jpg
MAC00337,QR-00337-UBNBWG,RFID77568339,Ingersoll Rand P185WJD #0337,Air Compressor,Ingersoll Rand,P185WJD,ING4478510,2025,Diesel,Diesel,120,56,3476,Australia,SITE0087,available,157,10000,2022-05-19,2022-07-18,171,47486,Excellent,Owned,True,https://images.catrental.com/assets/air-compressor.jpg
MAC00338,QR-00338-GQEUA7,RFID31461553,Caterpillar D11T #0338,Bulldozer,Caterpillar,D11T,CAT9494968,2020,Diesel,Diesel,620,444,22411,Germany,SITE0038,rented,4871,15000,2022-05-03,2022-10-03,1531,325294,Fair,Owned,True,https://images.catrental.com/assets/bulldozer.jpg
MAC00339,QR-00339-UJVXHS,RFID39204346,Bobcat S770 #0339,Skid Steer Loader,Bobcat,S770,BOB5743330,2024,Electric-Hybrid,Diesel,100,108,8273,Germany,SITE0009,available,872,9000,2021-12-23,2022-03-11,390,84810,Fair,Owned,True,https://images.catrental.com/assets/skid-steer-loader.jpg
MAC00340,QR-00340-V2H31P,RFID39055218,Crown SC 6000 #0340,Forklift,Crown,SC 6000,CRO5732779,2018,Diesel,Diesel,55,72,5926,USA,SITE0115,rented,5767,12000,2022-07-24,2022-09-25,233,50425,Good,Owned,True,https://images.catrental.com/assets/forklift.jpg
MAC00341,QR-00341-UMJACY,RFID68644742,Linde H30D #0341,Forklift,Linde,H30D,LIN5837150,2024,Diesel,Diesel,55,75,5449,USA,SITE0050,transit,2072,12000,2022-11-08,2023-04-01,232,38713,Fair,Owned,True,https://images.catrental.com/assets/forklift.jpg
MAC00342,QR-00342-41S6EQ,RFID96296633,Hyster H50FT #0342,Forklift,Hyster,H50FT,HYS2077331,2021,Electric-Hybrid,Diesel,55,65,4639,India,SITE0150,available,4692,12000,2022-01-09,2022-07-13,123,27492,Excellent,Owned,True,https://images.catrental.com/assets/forklift.jpg
MAC00343,QR-00343-O1LPPJ,RFID61918178,Caterpillar 950GC #0343,Wheel Loader,Caterpillar,950GC,CAT5546937,2022,Diesel,Diesel,380,261,16186,India,SITE0086,transit,4964,13000,2021-12-14,2022-06-29,381,84533,Fair,Leased,True,https://images.catrental.com/assets/wheel-loader.jpg
MAC00344,QR-00344-OAPMLQ,RFID77990328,Caterpillar D6T #0344,Bulldozer,Caterpillar,D6T,CAT7445656,2024,Electric-Hybrid,Diesel,620,455,23949,India,SITE0006,available,1883,15000,2022-06-01,2022-08-21,768,126867,Good,Owned,True,https://images.catrental.com/assets/bulldozer.jpg
MAC00345,QR-00345-ANQS33,RFID27823096,Cummins C220D5 #0345,Generator,Cummins,C220D5,CUM1095980,2019,Diesel,Diesel,220,89,5090,Germany,SITE0078,rented,5464,15000,2022-05-25,2022-10-02,268,74803,Good,Owned,True,https://images.catrental.com/assets/generator.jpg
MAC00346,QR-00346-23HOTP,RFID78794462,Bomag BW 213 #0346,Road Roller,Bomag,BW 213,BOM3411226,2019,Diesel,Diesel,200,184,13654,Australia,SITE0001,maintenance,11348,9000,2022-08-02,2022-10-02,568,121842,Fair,Owned,False,https://images.catrental.com/assets/road-roller.jpg
MAC00347,QR-00347-CBY0T0,RFID39976031,Komatsu PC200-8 #0347,Excavator,Komatsu,PC200-8,KOM7898996,2020,Diesel,Diesel,400,324,22654,USA,SITE0131,rented,3294,12000,2022-09-14,2023-03-24,804,229008,Excellent,Owned,True,https://images.catrental.com/assets/excavator.jpg
MAC00348,QR-00348-4MFJHO,RFID46279293,Caterpillar 12M3 #0348,Motor Grader,Caterpillar,12M3,CAT3263740,2024,Diesel,Diesel,415,292,25844,USA,SITE0076,rented,1111,14000,2022-03-12,2022-09-12,940,205969,Good,Leased,True,https://images.catrental.com/assets/motor-grader.jpg
MAC00349,QR-00349-5VWTF9,RFID10146265,Caterpillar XAS 400 #0349,Air Compressor,Caterpillar,XAS 400,CAT1316057,2022,Diesel,Diesel,120,64,3377,USA,SITE0062,rented,4729,10000,2022-09-08,2023-01-10,196,41552,Fair,Leased,True,https://images.catrental.com/assets/air-compressor.jpg
MAC00350,QR-00350-GLBD0X,RFID73238694,Volvo L120H #0350,Wheel Loader,Volvo,L120H,VOL8862538,2023,Diesel,Diesel,380,241,15332,Australia,SITE0019,available,3255,13000,2022-08-10,2022-10-13,734,186776,Poor,Owned,True,https://images.catrental.com/assets/wheel-loader.jpg
MAC00351,QR-00351-S04LX5,RFID79028573,Caterpillar 16M3 #0351,Motor Grader,Caterpillar,16M3,CAT9403040,2025,Diesel,Diesel,415,277,19173,USA,SITE0139,rented,100,14000,2022-09-19,2022-11-18,1004,222689,Fair,Owned,True,https://images.catrental.com/assets/motor-grader.jpg
MAC00352,QR-00352-KSD9GA,RFID64070299,XCMG QY50KA #0352,Mobile Crane,XCMG,QY50KA,XCM9062552,2021,Diesel,Diesel,500,555,27306,India,SITE0146,transit,3512,20000,2022-05-10,2022-10-24,811,199483,Fair,Owned,True,https://images.catrental.com/assets/mobile-crane.jpg
MAC00353,QR-00353-3UOT47,RFID30503442,Caterpillar WP450 #0353,Water Pump,Caterpillar,WP450,CAT7070228,2022,Diesel,Diesel,60,46,3881,Germany,SITE0176,rented,5710,8000,2022-10-17,2023-03-23,163,38124,Good,Owned,True,https://images.catrental.com/assets/water-pump.jpg
MAC00354,QR-00354-35ZWQY,RFID84113583,Atlas Copco XAS 185 #0354,Air Compressor,Atlas Copco,XAS 185,ATL6307613,2020,Diesel,Diesel,120,66,5357,USA,SITE0057,available,6815,10000,2022-12-13,2023-05-31,192,44420,Fair,Owned,True,https://images.catrental.com/assets/air-compressor.jpg
MAC00355,QR-00355-40QCUL,RFID90869961,Caterpillar 980M #0355,Wheel Loader,Caterpillar,980M,CAT1667591,2022,Diesel,Diesel,380,242,13676,USA,SITE0170,rented,3271,13000,2022-03-28,2022-10-12,801,135667,Good,Leased,True,https://images.catrental.com/assets/wheel-loader.jpg
